Price Date,Max Price
23-07-2022,1401
25-07-2022,1600
25-07-2022,1421
26-07-2022,1381
27-07-2022,1501
28-07-2022,1600
28-07-2022,1426
29-07-2022,1431
30-07-2022,1451
01-08-2022,1401
02-08-2022,1550
02-08-2022,1345
03-08-2022,1496
04-08-2022,1600
04-08-2022,1475
05-08-2022,1476
06-08-2022,1501
08-08-2022,1600
08-08-2022,1455
09-08-2022,1441
10-08-2022,1425
11-08-2022,1650
12-08-2022,1420
13-08-2022,1600
13-08-2022,1396
14-08-2022,1456
15-08-2022,1650
16-08-2022,1400
17-08-2022,1461
18-08-2022,1700
18-08-2022,1490
19-08-2022,1420
20-08-2022,1473
22-08-2022,1800
22-08-2022,1441
23-08-2022,1421
25-08-2022,1700
25-08-2022,1434
27-08-2022,1390
28-08-2022,1600
29-08-2022,1500
29-08-2022,1341
30-08-2022,1441
01-09-2022,1490
02-09-2022,1491
03-09-2022,1600
03-09-2022,1476
05-09-2022,1460
06-09-2022,1471
07-09-2022,1381
08-09-2022,1500
10-09-2022,1508
13-09-2022,1512
14-09-2022,1431
15-09-2022,1600
16-09-2022,1460
17-09-2022,1600
17-09-2022,1381
19-09-2022,1385
20-09-2022,1412
22-09-2022,1481
23-09-2022,1476
24-09-2022,1435
26-09-2022,1471
28-09-2022,2760
29-09-2022,1670
30-09-2022,1701
01-10-2022,1680
03-10-2022,1739
04-10-2022,1751
06-10-2022,1810
07-10-2022,2061
08-10-2022,2500
08-10-2022,2056
10-10-2022,2700
10-10-2022,2301
12-10-2022,2401
13-10-2022,2500
13-10-2022,2511
14-10-2022,2441
15-10-2022,2421
17-10-2022,2599
18-10-2022,2550
19-10-2022,2351
20-10-2022,2380
21-10-2022,2350
27-10-2022,2900
29-10-2022,3800
31-10-2022,3500
31-10-2022,3101
01-11-2022,2952
02-11-2022,3151
03-11-2022,3400
03-11-2022,3091
04-11-2022,3260
05-11-2022,3300
05-11-2022,3004
07-11-2022,3053
08-11-2022,2891
09-11-2022,2870
10-11-2022,2650
10-11-2022,5660
11-11-2022,2753
12-11-2022,2652
14-11-2022,2900
15-11-2022,2440
16-11-2022,2464
17-11-2022,2199
18-11-2022,1800
19-11-2022,2000
19-11-2022,1851
21-11-2022,1812
22-11-2022,1871
23-11-2022,1855
24-11-2022,2000
24-11-2022,1730
26-11-2022,1744
30-11-2022,1401
01-12-2022,1800
01-12-2022,1332
02-12-2022,1397
03-12-2022,1591
06-12-2022,1141
07-12-2022,1275
08-12-2022,1300
08-12-2022,1361
09-12-2022,1360
10-12-2022,1275
12-12-2022,1352
13-12-2022,1352
14-12-2022,1471
15-12-2022,1600
15-12-2022,1500
16-12-2022,1268
17-12-2022,1600
17-12-2022,1260
19-12-2022,2000
19-12-2022,1491
20-12-2022,1578
21-12-2022,1530
22-12-2022,1900
23-12-2022,1815
24-12-2022,1671
26-12-2022,1640
28-12-2022,1561
29-12-2022,1700
29-12-2022,1540
30-12-2022,1301
31-12-2022,1360
